31922,31885,31943,15,2,34,227,1056,2,0,1,0,1,0,0,1,
31890,31895,31923,15,0,28,221,1065,2,1,0,0,0,0,0,2,
31927,31869,31950,12,1,35,226,1077,2,1,1,2,0,4,0,1,
31909,31931,31912,12,2,30,217,1073,1,1,1,1,1,0,0,3,
32062,31890,31927,15,2,38,222,1056,3,1,1,1,2,2,0,0,
31938,31884,31939,15,1,40,225,1077,2,2,0,0,2,2,1,1,
31934,31854,31945,12,1,52,220,1078,2,2,0,0,0,2,2,2,
31926,31881,31914,15,0,43,225,1070,1,1,0,2,0,0,0,0,
31878,31718,31941,12,0,34,225,1076,0,0,2,0,0,0,2,0,
31950,31898,31927,12,2,28,218,1073,2,2,0,1,0,1,3,2,
31943,31885,31873,12,2,32,206,1062,2,0,1,3,0,1,2,2,
31846,31866,31931,15,0,40,223,1065,2,2,1,0,0,0,0,2,
31948,32061,31912,12,1,31,220,1065,2,0,0,0,0,0,0,0,
31897,31883,31916,15,1,32,209,1073,2,1,1,1,0,0,3,3,
31890,31870,31911,12,0,31,200,1084,3,2,0,0,1,0,2,1,
31861,31785,31895,14,0,32,212,1070,0,0,0,0,0,2,0,0,
31881,31856,31874,15,0,23,214,1073,0,0,0,1,0,1,0,0,
31881,31876,31922,14,2,24,209,1065,2,0,1,1,1,2,2,2,
31880,31865,31882,12,0,39,210,1050,2,0,0,2,2,2,2,2,
31882,31835,31882,15,0,26,218,1045,2,0,0,0,0,2,0,0,
31897,31840,31838,12,0,31,219,1049,2,1,3,1,0,2,0,0,
31841,31864,31896,12,2,39,222,1051,2,0,0,1,0,1,1,1,
31867,31838,31874,16,3,29,214,1066,2,0,0,2,0,0,2,1,
31781,31810,31873,15,0,36,218,1094,2,1,0,1,0,0,0,1,
31898,31816,31876,16,0,40,205,1073,1,0,1,0,1,2,0,0,
31865,31839,31883,15,0,47,224,1052,3,1,0,1,0,2,1,1,
31877,31807,31880,15,2,39,222,1070,2,2,0,2,0,0,2,0,
31888,31817,31828,12,1,28,224,1068,2,1,0,0,2,0,1,2,
31820,31849,31859,15,2,34,219,1062,2,0,1,1,0,1,1,2,
31838,31871,31866,15,2,28,212,1052,0,2,0,0,0,2,0,0,
31885,31798,31850,12,0,35,214,1085,0,2,0,0,0,1,2,3,
31888,31813,31851,12,2,36,217,1068,1,1,0,0,0,0,0,1,
31837,31814,31862,15,2,19,217,1066,2,0,0,0,2,3,2,0,
31845,31660,31838,12,0,23,212,1066,2,0,2,1,2,1,2,2,
31866,31772,31842,12,0,31,211,1066,2,0,0,0,2,2,1,1,
31837,31836,31831,15,1,20,209,1062,1,1,0,1,0,1,2,2,
31841,31811,31722,15,1,26,210,1058,0,0,1,0,0,1,0,0,
31838,31794,31871,14,0,36,220,1068,1,0,1,2,0,0,1,0,
31845,31778,31858,14,0,28,218,1060,1,0,0,1,0,1,2,0,
31860,31801,31762,15,1,28,218,1070,0,1,0,0,0,0,2,2,
31841,31797,31884,12,0,33,218,1068,2,0,0,0,2,1,3,2,
31832,31784,31780,15,2,35,222,1074,2,0,2,0,0,2,2,0,
31765,31834,31813,15,0,35,222,1086,2,1,1,1,2,2,4,2,
31856,31991,31873,12,0,28,219,1095,2,1,0,2,2,3,0,0,
31897,31841,31889,13,2,23,213,1085,2,0,0,2,0,0,0,0,
31857,31748,31917,12,1,34,218,1084,0,1,2,0,0,2,0,0,
31851,31834,31890,12,0,32,218,1068,2,2,1,2,0,0,0,1,
31858,31795,31833,16,1,31,214,1053,2,1,0,0,2,0,0,2,
31863,31821,31915,14,2,34,225,1070,0,0,0,1,0,2,0,1,
31874,31859,31884,14,0,21,225,1070,0,0,2,1,0,2,1,0,
31890,31886,31900,14,0,30,222,1067,0,0,0,0,1,2,3,1,
31903,31867,31898,16,2,37,222,1067,1,1,1,0,0,0,0,0,
31883,31692,31905,12,3,20,220,1084,1,2,0,0,1,0,1,0,
31900,31849,31885,12,1,23,202,1060,2,0,0,0,0,3,0,0,
31889,31863,31789,14,0,26,213,1038,2,0,0,0,0,1,2,1,
31906,31917,31908,12,0,29,220,1052,2,0,0,0,0,4,0,0,
31923,31949,31928,15,3,36,227,1058,0,0,0,0,2,2,0,0,
31938,31835,31936,12,0,39,224,1070,2,1,2,0,1,0,0,2,
31902,31865,31757,16,2,39,227,1072,2,2,0,2,0,2,0,0,
31901,31894,31960,15,2,28,228,1058,2,1,0,0,0,0,2,0,
31938,31873,32032,12,2,34,225,1051,2,0,0,2,0,2,1,0,
32045,31890,31924,14,1,33,228,1070,0,1,0,0,0,2,0,1,
31909,31899,31925,12,2,23,224,1070,2,0,0,1,0,1,0,2,
31906,31755,31930,15,0,34,233,1074,2,2,0,2,0,0,1,2,
31930,31858,31930,12,0,26,221,1065,1,2,0,2,1,2,0,0,
31917,31870,31884,15,1,24,218,1050,2,0,1,1,0,0,2,2,
31881,31890,31930,12,0,32,216,1061,0,2,0,1,0,1,2,0,
31876,31898,31943,16,2,31,226,1073,2,1,1,1,0,2,0,2,
31933,31887,31899,15,0,18,225,1067,2,0,0,2,0,0,1,3,
31954,31891,31918,12,0,28,225,1090,3,0,2,1,0,0,0,0,
31902,31901,31943,14,0,32,221,1088,2,0,1,2,0,0,2,0,
31917,31867,31948,16,0,32,215,1077,2,0,1,1,0,0,2,0,
31919,31863,31918,15,0,36,222,1076,2,1,1,1,0,2,0,0,
31905,31868,31939,16,2,36,220,1069,2,0,2,1,0,3,1,1,
31919,31872,31925,15,2,42,212,1061,2,1,2,2,0,0,0,2,
31927,32056,31921,15,1,40,222,1066,2,0,0,0,0,2,0,0,
31925,31898,31892,14,1,34,228,1073,2,0,0,0,1,1,2,0,
31886,31867,31854,15,1,34,220,1058,3,2,0,0,0,0,0,2,
31885,31836,31904,16,0,34,217,1066,2,1,0,0,0,0,0,0,
31915,31851,31903,16,0,33,222,1058,2,2,0,0,0,0,1,2,
31939,31816,31901,15,2,23,221,1056,1,2,0,2,2,3,0,0,
31892,31838,31900,15,1,24,222,1050,1,1,0,2,0,2,0,2,
31874,31841,31787,14,2,26,212,1042,2,0,1,0,0,0,2,2,
31874,31849,31884,15,0,28,213,1054,3,2,1,0,0,1,0,1,
31889,31833,31901,15,0,23,218,1056,2,0,2,2,0,0,2,0,
31849,31847,31889,15,1,21,218,1052,1,1,2,1,0,4,0,0,
31720,31819,31890,12,1,20,220,1055,0,0,2,1,0,0,0,0,
31888,31853,31887,14,0,23,212,1049,2,0,1,1,0,0,0,0,
31842,31844,31839,15,0,26,208,1046,2,0,0,1,0,2,2,0,
31970,31830,31912,14,0,33,212,1058,2,1,0,1,0,0,0,0,
31868,31820,31849,15,2,36,215,1049,1,2,0,2,0,2,0,0,
31865,31819,32065,15,2,39,198,1049,2,0,0,2,0,2,0,0,
31801,31850,31914,14,2,39,213,1057,2,2,0,0,0,1,2,2,
31878,31837,31903,15,1,35,217,1058,2,0,0,1,0,3,0,1,
32048,31837,31886,15,1,46,218,1046,0,0,0,0,0,1,2,0,
31870,31826,31956,14,0,34,217,1051,0,2,2,0,0,1,0,2,
31799,31827,31902,14,0,47,226,1062,1,1,1,0,0,2,0,2,
31873,31860,31872,15,2,31,212,1054,2,2,0,0,1,1,2,1,
31725,31820,31878,14,0,39,222,1046,0,0,0,2,0,2,0,0,
31888,31890,31859,12,0,39,218,1051,1,2,0,2,0,2,0,1,
